age,color,name,gender,city
71,22,55,10,54
85,38,76,34,82
31,72,41,58,74
89,32,35,85,54
13,67,71,50,44
70,0,1,52,82
26,17,27,67,5
65,79,33,31,12
32,45,83,88,27
86,13,74,41,3
46,33,12,33,67
16,3,44,9,42
53,18,34,45,53
25,47,62,28,87
49,59,60,16,56
54,22,86,36,29
11,80,38,83,52
85,75,3,46,77
60,82,18,8,71
61,63,82,33,58
56,84,36,71,76
55,65,4,47,86
71,81,75,34,83
23,70,46,11,15
56,0,11,64,26
72,1,84,78,78
41,84,49,74,0
64,31,19,26,68
44,32,88,88,2
21,58,73,13,39
77,57,17,24,18
5,78,25,48,5
32,45,35,85,62
74,21,51,50,8
30,75,61,75,70
11,46,85,89,38
71,78,60,21,75
31,20,75,1,81
43,56,76,10,36
22,88,9,62,88
61,50,57,16,27
14,22,45,66,12
23,8,32,13,7
69,22,61,84,75
55,72,21,7,68
79,87,28,20,22
23,50,88,71,9
58,26,33,26,68
61,89,9,58,43
60,48,48,20,62
33,28,15,32,19
15,66,61,80,59
21,21,0,60,29
78,32,86,39,37
66,31,62,43,89
41,46,47,52,9
13,43,25,79,56
73,73,8,74,70
75,69,66,9,11
18,37,14,75,29
49,8,44,63,81
71,24,50,85,37
57,50,72,64,20
17,13,80,73,47
68,89,63,31,66
75,73,68,87,12
17,4,78,71,9
44,32,49,40,46
78,6,8,40,46
20,13,57,49,13
44,56,3,2,71
56,62,67,28,65
48,26,32,72,14
67,83,33,52,79
66,9,39,24,7
14,18,68,55,26
29,46,8,64,4
27,17,5,83,5
48,18,52,70,54
45,17,34,45,6
45,36,12,31,22
29,3,22,49,63
19,57,46,34,87
57,56,23,45,84
42,85,64,83,28
57,62,67,24,65
74,58,86,74,42
26,83,73,58,82
33,59,54,49,33
9,42,1,21,74
29,23,49,63,3
63,82,55,46,54
73,47,0,9,37
68,68,29,65,70
67,70,74,55,45
65,13,62,36,54
28,84,11,22,52
55,81,65,16,81
30,61,16,75,72
68,20,31,76,46
7,56,9,9,50
57,44,61,21,54
24,31,77,14,2
81,87,89,38,4
59,24,47,49,87
63,8,39,19,11
4,51,76,52,47
31,15,75,26,64
2,51,73,46,67
32,72,20,56,65
35,42,89,35,55
2,22,44,19,25
75,58,40,21,87
78,22,36,86,36
29,74,58,74,6
84,56,31,66,65
60,40,52,78,40
51,6,80,62,70
44,57,27,76,49
17,89,79,70,14
45,78,0,77,8
69,46,26,36,88
3,66,17,3,20
28,84,13,69,7
74,69,15,16,51
4,67,59,59,26
71,6,58,1,30
74,11,82,33,14
11,58,69,89,89
78,50,27,20,8
59,27,61,31,29
28,14,53,35,31
55,7,45,31,73
54,25,30,68,10
61,61,43,87,33
1,40,74,58,66
59,3,36,67,48
79,43,57,32,85
27,59,65,48,26
53,38,17,3,3
40,85,8,25,84
48,18,49,2,31
15,63,7,78,37
20,77,1,54,86
0,36,52,55,23
8,50,41,76,14
25,52,82,89,57
60,71,49,39,66
21,78,86,89,11
28,64,14,63,18
52,1,84,75,0
71,72,42,3,59
63,86,19,16,27
79,29,46,4,29
43,10,28,33,35
38,18,50,47,54
71,30,86,23,2
6,22,9,7,51
35,30,62,2,83
31,17,60,32,53
33,47,37,75,17
79,10,65,36,49
6,34,22,67,62
27,44,32,65,25
85,37,34,71,36
23,75,25,47,85
6,15,57,36,9
12,32,6,12,12
9,46,37,2,20
67,47,29,27,52
78,86,28,16,36
13,64,71,60,76
31,38,65,46,55
75,35,63,39,4
39,84,80,81,70
21,89,36,88,3
76,15,82,85,58
83,89,48,19,0
14,75,41,8,3
22,0,53,19,85
1,48,14,40,73
31,49,87,16,80
33,46,78,68,36
55,42,74,83,7
2,77,89,11,69
81,60,22,85,17
60,47,62,11,82
26,22,20,40,10
80,17,49,45,71
45,21,69,13,21
44,81,56,25,6
85,85,76,88,17
63,9,46,72,2
20,60,27,22,26
34,41,83,19,49
73,76,15,38,7
36,70,75,1,46
73,32,35,9,17
65,49,75,20,50
55,29,2,24,32
4,14,54,22,81
24,10,45,81,48
63,64,44,12,61
26,49,57,32,5
69,52,2,88,21
63,3,20,2,89
83,78,38,53,10
55,40,78,31,39
46,85,8,54,33
41,69,37,48,34
85,11,18,43,66
32,61,85,73,47
14,47,21,14,36
26,10,57,19,50
6,72,64,9,44
70,37,51,32,33
77,0,66,53,77
6,67,59,69,61
13,3,29,2,81
23,82,74,85,64
32,12,28,52,22
67,37,38,55,24
43,19,31,19,22
40,78,84,71,13
13,51,70,50,39
81,0,39,14,18
78,5,23,36,67
80,48,82,31,40
32,17,83,21,56
89,20,73,50,58
12,20,9,22,35
58,53,28,27,71
2,13,82,43,58
63,13,64,66,38
19,6,55,16,28
32,56,44,40,32
23,43,16,46,84
20,45,76,38,30
7,0,79,73,19
65,46,33,46,31
89,25,27,46,48
10,70,3,60,57
24,70,76,42,49
5,25,23,1,2
39,68,81,79,89
47,70,87,48,15
14,55,6,25,2
65,52,43,33,41
23,1,6,47,39
18,15,38,84,75
16,89,49,44,23
20,73,13,87,56
63,38,25,19,57
12,25,74,68,32
64,10,83,34,63
12,40,42,48,43
13,13,6,12,14
10,33,11,74,11
45,39,67,1,72
26,75,29,8,62
42,61,50,33,71
55,69,20,6,20
67,5,38,55,4
3,23,56,65,21
0,16,9,82,5
60,51,45,35,30
10,62,41,3,60
5,80,3,38,44
26,31,36,39,58
10,7,17,70,85
23,43,86,54,84
55,75,63,58,41
54,29,9,64,6
50,16,75,33,21
57,78,26,45,14
51,34,35,34,18
1,61,56,40,8
79,78,58,34,65
33,3,20,0,60
58,18,11,73,74
25,56,17,76,38
76,8,18,61,60
43,15,65,21,76
16,42,43,21,55
68,57,37,74,55
8,79,64,16,49
81,78,22,76,87
75,51,44,6,80
43,45,0,12,69
5,26,52,20,5
13,16,71,79,24
50,15,67,46,75
6,27,1,70,59
24,41,3,49,11
20,59,18,41,28
82,64,88,71,6
65,37,62,27,44
61,22,14,27,47
78,9,73,3,27
63,1,82,70,23
73,3,32,72,17
16,34,72,10,49
85,74,32,34,34
56,37,3,8,51
63,67,68,87,13
10,70,75,40,88
77,20,30,7,44
41,70,83,82,59
59,11,54,87,63
33,19,23,87,5
67,85,34,4,66
37,73,81,49,63
32,57,19,3,17
39,4,21,59,41
46,6,65,68,31
20,57,43,85,43
59,60,88,52,84
74,79,29,30,61
65,25,23,69,14
20,9,32,62,41
34,12,2,6,76
14,29,52,44,37
47,7,9,31,47
73,46,37,16,78
50,34,82,21,68
3,31,45,40,32
33,40,8,23,20
86,83,46,62,21
54,65,7,74,54
2,88,59,69,68
17,2,82,55,55
61,49,55,77,13
24,28,46,50,49
40,30,1,25,61
86,70,72,25,57
11,37,69,84,70
5,7,56,15,20
81,79,82,43,50
20,50,41,86,81
59,6,24,60,80
9,35,79,68,82
63,84,89,33,36
69,32,46,32,20
40,81,76,30,67
71,63,0,81,59
44,36,7,46,71
89,2,51,30,82
77,29,81,87,14
50,15,35,86,78
50,41,74,86,75
31,79,18,40,11
76,52,50,59,47
49,39,36,59,26
38,27,60,24,21
48,67,55,38,68
11,37,41,78,67
64,71,78,68,74
20,74,65,2,81
61,66,30,8,6
84,16,67,16,38
37,47,66,51,85
16,51,60,33,62
47,29,78,52,81
40,48,7,14,60
51,61,35,41,65
28,19,14,87,36
23,76,80,58,64
14,51,25,6,56
50,54,60,78,16
21,41,14,58,30
29,10,42,58,59
86,86,88,6,62
60,65,8,17,41
63,65,27,5,89
55,24,70,6,71
23,1,43,0,0
1,34,50,84,21
23,30,39,31,64
56,65,23,34,19
19,71,66,24,86
17,41,49,29,28
37,67,34,17,51
8,83,63,22,53
14,69,59,27,82
38,52,4,40,26
48,67,27,34,20
43,43,42,42,57
26,22,73,13,62
5,55,76,82,80
16,14,85,73,13
35,65,32,11,12
82,34,85,80,73
37,63,54,31,75
33,67,78,72,0
26,31,12,2,60
16,81,64,22,23
22,76,88,35,59
42,62,56,73,70
48,39,3,40,12
29,49,26,84,78
28,35,42,65,58
42,10,13,18,14
4,72,87,84,16
19,17,72,52,14
5,25,78,87,40
67,2,88,74,36
46,2,71,87,36
10,2,74,82,51
9,76,68,32,1
35,33,52,3,9
19,72,14,22,30
82,80,8,32,20
36,29,71,4,57
3,64,47,50,79
65,4,3,2,83
46,71,83,72,44
73,43,17,56,72
68,64,1,57,86
1,80,61,83,81
70,53,84,17,14
20,58,59,80,72
35,59,38,62,21
8,70,4,3,54
33,78,10,23,22
60,22,79,13,13
70,9,44,1,74
70,46,83,83,38
71,89,9,86,79
13,79,69,70,7
71,20,23,7,83
13,12,78,32,26
76,25,31,39,70
27,13,76,55,35
18,41,50,56,45
75,33,74,48,32
86,66,33,44,29
66,48,28,76,85
7,50,55,47,7
50,44,1,70,13
50,76,12,74,61
6,22,55,12,7
28,4,29,9,71
45,22,35,87,33
48,84,89,80,59
3,30,49,8,0
49,37,1,87,4
39,12,76,1,47
25,14,21,78,23
43,37,7,38,63
11,28,39,24,83
51,77,49,76,14
70,46,5,8,12
7,40,70,76,47
87,75,24,21,70
47,10,53,22,65
20,13,79,53,39
68,19,76,35,27
84,52,44,81,36
45,35,83,4,42
77,49,11,9,13
40,57,31,6,24
64,88,83,85,71
81,33,26,1,34
9,28,48,50,54
77,12,13,31,23
65,36,33,2,73
8,87,41,14,17
22,72,25,74,71
47,48,23,35,71
85,53,60,38,12
34,26,50,56,43
14,28,45,0,28
32,61,81,82,13
63,42,44,33,40
44,20,81,29,47
22,65,42,40,65
63,64,85,68,81
87,13,0,42,88
25,53,37,31,58
16,73,4,33,17
52,16,85,24,73
85,78,79,30,26
74,9,32,64,37
7,44,87,64,71
37,28,46,77,86
43,34,14,22,47
16,32,59,48,62
36,55,14,69,58
64,5,67,1,31
3,6,49,48,27
81,16,36,42,72
28,61,61,49,39
20,80,54,61,76
34,13,43,36,29
83,36,8,60,27
88,52,21,55,10
43,27,43,57,73
60,36,28,88,7
88,71,70,85,37
83,45,0,89,78
72,80,77,24,11
69,43,49,69,87
30,79,45,5,3
1,51,21,80,13
79,11,17,85,55
21,4,71,14,69
67,47,83,6,80
19,5,34,15,37
66,10,77,68,22
76,38,31,89,87
81,87,34,50,5
51,44,29,76,77
65,16,10,76,58
63,27,11,67,21
39,52,63,15,47
9,33,47,5,68
1,20,77,45,17
68,11,10,29,22
23,23,81,13,83
31,38,58,89,46
67,70,2,8,83
13,82,83,27,80
49,82,46,17,89
15,7,7,44,17
12,15,13,6,17
89,27,45,56,84
60,38,4,45,69
8,4,11,82,44
6,25,38,74,89
75,87,52,6,71
9,16,46,47,11
71,4,74,71,31
29,4,70,79,8
74,0,72,58,47
11,87,52,7,83
82,6,43,45,23
1,35,67,33,83
34,74,7,67,83
88,78,86,46,65
47,6,0,13,85
53,68,35,8,66
3,69,70,21,74
80,42,26,60,75
35,57,85,68,57
64,6,11,40,40
0,22,2,26,2
28,0,14,8,14
27,59,33,18,62
68,35,61,42,26
58,32,36,60,14
21,42,5,27,89
60,76,89,16,25
5,57,29,55,0
24,56,24,55,10
84,11,37,56,74
21,17,87,33,28
78,16,5,5,81
66,5,14,50,36
88,51,50,68,49
7,69,23,3,9
2,22,16,50,21
36,84,17,61,84
77,82,24,79,78
38,46,76,67,7
36,49,42,89,68
89,32,69,35,71
7,30,52,27,10
59,84,67,15,60
82,5,59,50,25
67,21,18,50,25
65,36,15,32,73
86,68,20,41,38
81,47,51,89,52
53,67,75,4,17
9,77,52,61,67
61,23,68,18,36
70,77,37,13,80
21,82,89,19,27
15,79,77,61,64
41,43,48,28,49
39,38,2,57,21
9,85,2,74,87
13,4,85,54,28
57,28,36,67,37
32,61,77,14,79
32,18,30,35,20
4,46,42,36,87
56,22,59,80,67
83,10,20,51,56
10,35,16,17,58
6,26,31,79,52
69,70,24,60,9
12,76,86,74,51
4,65,70,50,84
57,63,25,74,73
34,84,31,15,79
5,63,45,65,14
89,12,36,69,76
80,21,20,41,1
34,78,80,21,67
23,53,2,60,82
51,55,83,28,39
72,85,30,67,25
74,9,68,83,74
72,49,34,12,58
13,75,27,3,22
28,16,86,75,13
8,61,66,37,61
56,47,32,32,69
51,52,34,9,61
4,65,32,28,84
69,71,68,24,63
42,59,4,43,71
23,3,75,55,16
5,55,25,5,24
33,21,50,25,46
54,0,66,76,19
73,33,55,1,66
49,27,5,77,88
32,23,86,65,6
48,16,22,82,68
66,14,74,8,80
85,59,77,1,8
42,58,4,21,44
69,74,21,37,76
86,22,8,52,59
35,22,79,86,11
81,21,25,29,38
33,19,18,82,53
38,41,78,75,65
48,59,48,1,39
46,89,72,56,45
36,53,58,78,35
22,32,31,74,44
68,9,84,51,2
86,25,49,0,63
50,49,57,14,47
36,1,49,36,26
20,55,76,81,11
35,4,82,45,44
25,85,48,72,60
11,28,50,49,63
57,42,84,0,5
49,84,30,32,86
31,20,19,52,51
3,71,11,77,40
49,67,39,16,76
82,75,81,30,88
7,45,69,9,23
66,84,89,74,53
67,21,37,74,7
66,76,57,86,52
79,7,61,2,36
4,7,71,73,21
38,33,4,69,0
66,30,42,84,46
81,61,43,62,6
67,49,45,38,57
79,65,36,78,47
75,23,83,7,46
89,7,43,79,49
37,20,20,60,76
15,58,55,39,84
19,62,33,76,60
58,16,12,39,80
39,2,41,68,7
21,58,3,88,74
44,48,15,4,78
51,59,44,15,85
7,15,55,44,12
17,66,84,63,83
24,75,23,69,29
1,21,6,27,14
27,23,25,79,54
88,19,32,71,49
75,6,4,37,10
17,80,3,55,21
71,29,19,33,13
84,37,49,85,9
85,18,34,78,34
81,32,49,70,17
52,32,33,76,56
60,3,42,19,76
6,27,51,43,64
67,85,58,67,35
28,72,61,64,68
17,63,20,50,73
56,25,20,21,19
49,29,4,70,29
54,56,25,55,50
14,8,38,56,42
61,10,54,60,59
76,37,83,33,37
16,3,4,51,24
10,86,65,32,4
26,13,32,13,53
35,87,37,4,26
54,66,7,41,44
12,43,41,55,16
4,50,4,53,37
20,46,68,57,17
6,63,80,67,88
23,25,77,48,6
84,48,42,3,22
39,57,75,70,62
59,73,65,34,21
52,36,89,33,11
35,74,38,39,47
7,31,86,48,14
19,60,88,14,86
32,16,14,3,53
13,57,17,37,83
75,31,89,86,10
71,67,36,17,8
26,70,66,63,31
38,4,26,8,51
17,40,35,83,59
53,77,46,31,39
23,18,59,25,47
49,78,84,36,23
29,39,23,33,77
79,5,36,55,41
30,41,41,22,4
14,62,17,76,81
61,15,37,30,52
7,56,73,43,22
68,18,38,17,10
22,69,37,70,22
39,26,35,82,36
37,5,12,19,29
68,88,21,68,89
6,44,27,82,62
7,55,49,58,70
80,25,17,2,10
5,89,44,64,44
69,9,76,23,47
2,56,18,69,60
56,37,20,7,31
79,82,46,19,7
64,64,35,75,37
33,49,86,7,0
13,88,37,34,75
84,28,43,21,9
40,29,33,77,74
84,43,50,35,11
58,41,10,83,83
85,36,3,69,75
18,67,60,84,12
9,89,3,60,51
6,47,63,82,89
20,76,34,25,60
7,24,31,32,27
10,66,50,68,10
78,18,86,66,6
21,14,57,57,23
36,60,82,45,14
0,84,29,73,31
16,72,40,74,26
31,74,67,1,46
9,19,14,2,42
3,12,44,77,3
66,56,41,9,43
64,39,66,39,83
46,36,69,0,29
66,16,46,55,44
53,39,67,13,11
31,67,14,12,36
21,61,41,6,64
75,32,16,16,8
75,9,19,49,33
57,81,18,59,71
64,43,3,26,47
50,9,69,32,50
25,24,67,22,31
20,74,39,56,34
51,33,30,38,19
54,74,34,24,35
60,47,13,29,46
8,83,30,32,28
31,49,25,28,73
67,15,18,50,85
60,48,88,21,63
11,8,57,85,23
36,7,63,67,79
30,81,34,56,19
18,53,0,41,62
14,2,65,29,50
83,52,75,5,46
80,47,70,84,13
30,65,74,65,24
46,50,58,62,11
25,14,65,11,39
15,63,66,62,36
74,37,64,5,60
45,34,49,86,35
40,13,85,89,7
59,9,16,78,34
29,68,87,11,77
75,35,57,18,61
71,84,40,77,65
75,18,41,69,28
43,30,62,9,58
36,62,59,12,6
14,3,38,1,62
73,33,61,15,84
13,46,86,35,88
70,54,52,84,13
26,79,12,10,73
49,26,30,40,53
37,5,29,3,18
3,88,71,54,22
41,13,40,33,24
87,45,88,5,71
5,17,27,59,86
46,53,3,53,6
31,24,71,3,83
80,73,55,27,22
48,55,45,10,27
86,13,42,54,87
38,7,68,71,14
31,71,63,73,26
64,47,22,25,30
32,33,12,50,52
45,30,31,45,81
12,80,66,15,46
52,85,74,57,52
32,23,38,71,25
7,48,8,66,47
58,83,6,13,11
88,82,71,74,34
10,65,57,20,49
35,21,48,45,54
12,63,86,89,0
18,42,65,46,33
49,74,28,7,66
49,77,28,16,45
23,50,56,78,67
47,82,23,28,84
64,57,87,89,2
10,76,42,65,71
20,13,35,44,0
36,39,88,48,14
64,79,22,31,26
4,54,0,23,15
74,12,51,41,15
26,0,27,49,86
48,35,12,52,62
18,0,30,41,85
81,22,28,37,55
56,65,46,65,60
28,63,84,29,8
62,80,7,32,44
75,44,76,48,66
72,45,16,38,36
52,20,53,53,28
55,22,38,43,11
61,77,6,85,64
5,12,71,72,24
56,2,10,22,6
47,61,54,40,11
0,65,3,78,70
50,32,9,24,24
25,18,3,51,32
58,42,86,75,60
88,36,16,32,10
68,33,18,80,18
74,65,71,39,53
71,27,64,76,14
72,25,55,74,65
13,26,35,69,36
17,70,48,55,39
68,54,78,81,26
12,5,79,23,28
46,10,57,79,10
55,28,67,3,65
73,79,1,45,35
32,74,81,76,86
45,9,86,20,88
76,48,8,70,35
70,19,58,7,32
28,3,40,70,71
8,55,11,73,14
26,72,87,79,73
63,81,68,54,72
78,49,58,19,55
79,16,46,39,2
48,86,39,16,68
2,84,0,78,49
43,56,80,76,30
58,28,40,79,32
83,50,17,52,36
9,39,89,2,3
29,80,44,54,23
83,5,18,22,10
73,21,53,86,39
60,12,62,36,10
6,53,70,77,53
73,13,21,62,41
79,28,47,86,35
51,40,22,64,48
45,25,78,59,61
80,27,75,8,78
79,75,63,49,76
88,49,45,13,23
20,86,56,38,81
55,76,47,31,31
14,88,72,76,59
37,19,13,7,16
53,50,32,87,29
46,67,50,59,55
46,41,6,56,25
16,36,62,20,85
52,37,77,83,12
49,37,11,63,61
21,5,88,74,0
51,44,50,33,59
78,31,81,43,50
60,23,60,61,56
29,46,65,38,58
27,26,31,69,28
51,17,51,25,73
49,67,40,71,86
63,65,84,79,39
67,83,64,20,70
56,60,55,61,43
46,43,13,20,44
89,23,83,48,40
89,23,15,33,70
88,76,61,85,8
78,70,5,9,40
43,3,3,57,63
29,36,39,89,3
42,9,19,45,52
29,44,48,29,88
9,65,48,50,1
7,17,12,29,2
54,10,39,2,3
18,63,26,39,35
36,7,3,82,9
11,80,40,76,21
67,19,60,82,18
35,78,25,42,52
25,0,31,61,25
53,14,39,24,11
54,29,78,4,79
35,38,21,27,36
28,79,46,36,16
47,56,3,14,28
9,68,24,77,46
64,23,12,0,75
15,59,40,78,72
28,6,1,18,46
78,35,37,85,79
59,87,63,24,87
82,2,64,87,20
72,72,3,25,25
22,82,75,76,87
20,58,57,51,41
61,57,68,78,56
84,13,73,24,84
28,85,82,72,71
35,73,39,54,2
53,30,55,9,7
41,42,54,87,78
58,35,9,57,70
39,86,38,89,52
31,75,82,21,30
36,59,26,12,44
30,33,23,69,85
18,31,23,40,84
9,80,52,8,77
17,66,13,65,53
74,48,67,9,64
33,26,14,49,79
4,16,38,39,59
66,14,74,8,52
74,78,87,33,1
51,54,35,34,20
40,81,46,33,85
88,65,66,14,39
63,72,81,75,51
30,36,1,71,9
48,0,78,49,15
31,16,66,2,0
40,54,0,72,58
2,40,47,68,15
52,61,47,89,33
64,31,84,38,57
14,31,74,18,20
38,83,1,63,64
37,13,77,46,58
5,1,83,86,61
20,63,63,12,67
66,62,17,36,44
47,65,88,34,63
44,66,77,38,27
78,80,65,18,62
89,41,85,31,66
61,20,62,50,46
7,84,43,1,40
88,60,45,25,77
34,37,38,18,67
20,52,77,73,53
78,54,28,88,52
53,41,20,19,50
81,25,63,79,10
24,14,11,8,22
25,1,27,21,28
69,79,19,31,84
60,0,71,68,81
41,70,27,11,49
50,8,81,23,3
18,86,23,50,60
17,9,22,29,47
32,34,6,11,78
53,45,74,24,81
39,28,34,65,59
11,6,6,45,25
65,5,15,87,77
50,51,68,74,81
8,41,89,53,52
54,59,68,41,15
64,86,41,10,71
21,86,62,86,33
48,3,43,18,42
32,27,16,9,31
54,80,87,28,36
85,55,23,63,21
41,7,13,1,44
21,46,85,85,49
48,12,61,74,14
24,52,67,86,77
25,56,82,35,15
60,57,79,86,10
81,44,54,63,30
38,79,36,57,82
51,26,7,77,49
16,34,53,17,66
41,32,38,40,24
19,13,40,20,74
46,74,74,1,56
76,79,17,22,20
77,42,2,82,63
54,15,20,48,83
1,72,1,81,73
22,31,16,61,86
46,49,46,44,29
60,74,28,87,85
43,53,69,8,82
40,60,87,24,55
78,67,63,67,34
8,8,62,46,6
27,8,86,70,29
57,4,55,31,65
50,68,85,25,14
33,70,48,8,53
24,5,31,55,11
16,54,17,59,89
38,33,15,44,34
53,51,2,62,70
59,40,32,6,72
31,8,79,73,8
21,29,22,30,74
13,12,26,50,80
1,26,71,89,15
47,34,14,46,7
39,44,83,34,26
26,28,23,31,84
16,58,76,79,62
12,38,23,33,83
13,26,23,65,81
54,47,6,1,24
76,75,49,58,72
39,44,71,21,79
36,11,86,41,24
68,50,77,16,56
89,74,40,58,15
78,33,56,48,78
50,37,19,49,81
62,43,8,83,8
2,65,84,11,45
43,89,61,36,81
37,84,33,85,20
71,4,50,79,55
58,75,7,69,3
68,15,45,19,6
38,20,79,34,25
73,48,40,76,74
65,36,37,1,24
79,71,46,57,31
8,81,61,37,71
85,9,12,36,43
63,89,2,89,24
80,27,66,59,53
14,40,86,14,7
34,58,16,18,30
32,62,29,77,66
18,10,62,37,39
29,6,56,12,41
33,40,5,48,15
81,9,20,45,18
54,9,74,83,82
64,54,29,14,47
38,45,89,77,13
28,77,6,61,82
67,88,63,65,45
20,63,33,72,5
47,82,15,61,56
50,58,36,34,20
42,89,75,63,87
69,80,48,13,47
13,64,78,1,47
29,68,51,44,5
89,54,53,67,2
48,42,4,37,16
61,31,81,38,47
57,42,88,24,11
58,64,61,2,4
86,65,89,37,42
67,44,56,26,82
31,74,57,46,42
63,24,44,24,88
43,50,6,61,39
58,71,14,86,40
2,81,7,83,39
56,53,65,58,85
16,31,56,36,16
53,71,56,48,9
1,61,39,25,39
39,57,50,51,41
38,10,70,59,81
84,78,74,1,87
23,11,79,3,29
68,69,26,80,80
88,27,55,8,34
33,50,84,66,20
47,65,83,44,67
17,5,54,16,51
36,54,62,37,26
34,20,68,35,68
75,57,35,30,13
14,24,52,18,79
53,74,21,3,87
8,22,12,62,80
39,86,74,80,55
21,2,16,32,74
11,33,36,40,81
64,89,22,57,11
56,51,43,67,21
20,44,69,67,34
53,77,37,82,54
31,42,32,27,46
50,62,79,49,14
66,86,4,30,50
26,17,87,44,54
16,26,55,19,71
36,78,17,87,50
47,21,77,50,23
76,64,75,29,34
24,70,79,60,28
67,8,28,53,26
18,41,23,66,67
33,84,74,81,7
89,59,61,35,65
48,89,52,29,52
62,11,55,84,23
33,22,82,41,81
36,15,68,19,23
18,5,77,54,75
11,51,65,2,25
29,89,79,21,71
64,32,31,59,38
2,37,34,16,15
16,52,60,87,19
89,74,27,13,63
16,82,0,73,36
76,17,13,38,71
68,43,49,40,33
16,3,62,33,86
84,26,6,81,24
85,67,18,77,85
4,30,79,20,38
23,16,51,72,69
48,7,57,32,39
13,77,68,63,5
54,34,79,1,3
57,1,23,86,8
74,86,35,14,38
69,69,18,16,39
60,88,50,8,26
11,2,19,7,26
3,31,24,50,9
9,30,31,82,19
74,40,83,19,5
7,45,37,36,18
38,88,65,64,29
85,74,68,42,79
62,70,43,13,8
87,7,85,28,29
84,27,80,7,85
57,76,8,21,89
11,61,5,17,14
51,17,71,65,60
20,44,2,72,77
84,23,9,32,46
16,2,25,75,29
3,22,1,89,58
84,37,38,12,16
31,35,72,83,88
30,7,16,6,1
2,13,46,21,64
69,49,16,31,22
21,64,3,12,9
79,23,25,1,56
73,84,14,17,56
43,57,37,19,50
63,33,3,89,79
6,59,25,66,3
55,64,10,21,48
82,68,21,34,79
34,28,26,16,10
78,13,62,8,5
24,34,1,44,3
